 0.23213		-0.97126		 0.67216
 0.34809		 0.55932		-0.73179
 0.00354		 0.98976		-0.40422
-0.36078		-0.57918		 0.45046
 0.43444		 0.39087		-0.25209
 0.32726		-0.39190		 0.41812
-0.87439		-0.04985		 0.36466
 0.89580		 0.40652		-0.91539
-0.30488		 0.84155		-0.52435
 0.99438		-0.43025		-0.31942
-0.62448		 0.73820		-0.22745
-0.79145		 0.67539		-0.61370
 0.94717		 0.80670		-0.24264
-0.66347		 0.45127		-0.19778
-0.74700		 0.19409		-0.02642
-0.82798		-0.71096		 0.11902
-0.17833		-0.99828		-0.27999
-0.42963		-0.45822		-0.57741
 0.93651		 0.64595		-0.93700
 0.57668		-0.93419		 0.94621
 0.15620		 0.07379		-0.02509
 0.97034		-0.73251		 0.62707
 0.74758		 0.44611		-0.87561
-0.90859		 0.54909		 0.26521
 0.67696		-0.93251		 0.74322
 0.58080		-0.98879		 0.55109
 0.54968		 0.76045		 0.56715
-0.15302		-0.01693		 0.29188
-0.13105		-0.79830		 0.52338
 0.56376		-0.85491		-0.65885
-0.08219		 0.33101		-0.92564
-0.83240		 0.14136		 0.13504
 0.79553		 0.16084		-0.49465
 0.30460		 0.88497		 0.26345
-0.66608		 0.80215		-0.54237
-0.79416		-0.48405		 0.07882
-0.50531		-0.17142		-0.43794
 0.84840		 0.53835		 0.07943
 0.74980		-0.14175		 0.20959
-0.83761		 0.54637		 0.97930
-0.47183		-0.51045		 0.93246
-0.88992		 0.11842		-0.29284
 0.39378		-0.74150		-0.26230
 0.14999		-0.04580		 0.66755
-0.84541		 0.48840		 0.54959
-0.54333		-0.02355		 0.23614
-0.93938		 0.70893		 0.33943
-0.58146		 0.49210		 0.34799
 0.14003		-0.43093		-0.33617
 0.63443		 0.31098		-0.40743
-0.59054		-0.29959		-0.60136
 0.83113		 0.82014		 0.42234
-0.68625		 0.06099		-0.29672
-0.43283		 0.55569		 0.58343
 0.69655		 0.92032		 0.93655
-0.91200		 0.02588		 0.12458
-0.71185		-0.57322		-0.28996
 0.01032		 0.65168		-0.30491
-0.29639		-0.49925		 0.46515
-0.34649		-0.14436		 0.53161
 0.78965		-0.37331		-0.60643
-0.84438		 0.04534		-0.42883
-0.14549		-0.81421		-0.28087
-0.94940		 0.49933		-0.68376
-0.45115		-0.42565		-0.94409
 0.96060		 0.74820		-0.96530
-0.70705		 0.25659		 0.47022
 0.39158		 0.16124		-0.76100
-0.68175		-0.95117		-0.16971
 0.67887		-0.84990		-0.62887
 0.67511		 0.77903		-0.91354
-0.12350		 0.19492		-0.57962
-0.13879		-0.64473		 0.50652
-0.08306		-0.87012		-0.25824
 0.32455		-0.47499		 0.15229
-0.90519		-0.65514		 0.94801
 0.10609		-0.15549		-0.91923
-0.69222		-0.86719		 0.65685
 0.39066		-0.60806		 0.26586
-0.70988		 0.02533		 0.77947
 0.78913		 0.58432		-0.77142
-0.67604		-0.52437		-0.11537
-0.55779		-0.02236		-0.32856
 0.61543		 0.83117		-0.89925
 0.93411		-0.63965		 0.13857
 0.71706		-0.77655		 0.89174
-0.41274		 0.20218		 0.81503
 0.46978		-0.94757		-0.45607
 0.01392		 0.79243		-0.59567
-0.80421		-0.53343		-0.27033
-0.52506		-0.58598		 0.54846
-0.79206		 0.82197		 0.76878
-0.47772		 0.22590		-0.30205
-0.85332		 0.42816		 0.13414
 0.19125		-0.21166		-0.33691
 0.18618		 0.83686		 0.23067
-0.34187		 0.13671		 0.86203
 0.00802		-0.09667		 0.41664
 0.18359		 0.75588		-0.35227
-0.35328		-0.37865		-0.38991
-0.17859		-0.37532		 0.30456
 0.23451		-0.98634		 0.51924
-0.47242		-0.27126		-0.00962
-0.63314		-0.75422		 0.93333
 0.35539		 0.34117		-0.27409
-0.01480		-0.72518		 0.13292
-0.34991		 0.08793		-0.80436
-0.80204		-0.11629		-0.14532
-0.02307		 0.26825		 0.98236
 0.38432		-0.85460		-0.38539
 0.46356		 0.90987		-0.99940
 0.89389		 0.89767		-0.88251
-0.31526		 0.39576		-0.08588
-0.63262		 0.64339		-0.43579
-0.86722		-0.50381		-0.87612
 0.61472		-0.20494		 0.47175
 0.02635		-0.02383		 0.77471
-0.99103		 0.43694		-0.02869
 0.72293		-0.02615		-0.66063
 0.17301		 0.33906		 0.23644
 0.56281		 0.05130		 0.48824
 0.31737		 0.51111		 0.87479
 0.92109		 0.42601		-0.97873
 0.99819		 0.08035		 0.75128
-0.08999		 0.46070		-0.81598
-0.12627		 0.85023		-0.88885
-0.95355		 0.97894		-0.65962
 0.40333		-0.03112		 0.94798
-0.41865		 0.77262		-0.34214
 0.36139		-0.26681		-0.14049
 0.31388		 0.36451		-0.35912
 0.83872		-0.74987		 0.91576
-0.64615		 0.52730		 0.57289
 0.34707		 0.18291		 0.15461
 0.49110		 0.84958		-0.44748
-0.58391		-0.89434		 0.49381
 0.38288		 0.40493		 0.37291
 0.99511		 0.93262		 0.84884
-0.55791		-0.77766		 0.50696
-0.16420		-0.07174		 0.40963
 0.61281		 0.50099		 0.56490
 0.88032		 0.60863		 0.31862
-0.51921		-0.44059		 0.21721
 0.08564		-0.90825		-0.26057
-0.57741		 0.77273		-0.03803
-0.61524		-0.78647		 0.73732
 0.75950		-0.06495		 0.90127
 0.95047		 0.60899		-0.60936
 0.21320		-0.78588		-0.82062
-0.96419		-0.37803		-0.51925
-0.97455		-0.62982		-0.63024
-0.17531		-0.74488		 0.79293
 0.25494		 0.76689		-0.25154
 0.90469		 0.98956		-0.54300
 0.60905		 0.82452		 0.33023
 0.56268		 0.35979		-0.52687
 0.21689		 0.31907		-0.97324
-0.56137		-0.51909		-0.39843
 0.77253		 0.13525		-0.55191
-0.75684		 0.46423		-0.96296
-0.68326		-0.94304		-0.91987
 0.55937		-0.91671		 0.84873
 0.15569		-0.81923		 0.59964
 0.62522		-0.62491		-0.18905
 0.89580		 0.09095		-0.61303
-0.48611		-0.92242		-0.95759
 0.73003		 0.93573		-0.88964
-0.05682		-0.61037		 0.51817
-0.64908		-0.22092		 0.16790
 0.68666		 0.97443		 0.52609
-0.14023		-0.09390		-0.06223
-0.72605		-0.63642		-0.46180
 0.01164		-0.94311		 0.61467
-0.36412		 0.37328		-0.66921
 0.28740		 0.34727		 0.30486
 0.62666		-0.32981		 0.16438
-0.76298		-0.43835		-0.18292
-0.35912		 0.76568		 0.67105
-0.79042		 0.68758		 0.00890
-0.69872		 0.47726		 0.20155
 0.42753		-0.14199		 0.97177
 0.25168		-0.25805		 0.91403
 0.53097		-0.55833		 0.42563
-0.55639		-0.74506		-0.49898
-0.11364		 0.27710		-0.21129
-0.48281		-0.02129		 0.84647
-0.39363		-0.37018		 0.32939
-0.63478		-0.25643		-0.41061
-0.26574		-0.50501		-0.67525
 0.97252		-0.44125		 0.42528
-0.04501		-0.93308		 0.53248
 0.34501		 0.82542		 0.01161
-0.96776		 0.38491		 0.59263
-0.11723		 0.94504		-0.86312
 0.68769		-0.78504		-0.65569
-0.49324		-0.16680		-0.79966
-0.42171		-0.36848		 0.81438
-0.19893		-0.19678		-0.35423
-0.38038		-0.62800		 0.65164
 0.18290		 0.00483		 0.92794
-0.52858		-0.51038		 0.68452
 0.80869		 0.12227		 0.06871
 0.98022		-0.05323		 0.92249
 0.07606		 0.77352		 0.73706
 0.67608		 0.06724		 0.88500
-0.82567		 0.28387		-0.15676
 0.60915		 0.14637		-0.83350
 0.76190		-0.80286		 0.93033
-0.76133		 0.72739		-0.15828
-0.20466		-0.50744		 0.36318
 0.92757		 0.56389		 0.75619
 0.96655		-0.83706		-0.61568
-0.20661		 0.90841		-0.96882
 0.27255		 0.33943		-0.21145
 0.94847		 0.87442		 0.69363
 0.79898		-0.80315		 0.71757
 0.84596		 0.21653		 0.56766
-0.39317		-0.76435		-0.93841
-0.56547		 0.86697		-0.11715
 0.66831		 0.86407		 0.47059
 0.34504		 0.13387		 0.47727
-0.55528		 0.57973		-0.81429
-0.54009		 0.80876		-0.21018
 0.36233		 0.91252		 0.60629
-0.14900		 0.17669		-0.83525
-0.99481		 0.81498		-0.75570
-0.04395		-0.84151		 0.47801
-0.36804		-0.25621		 0.35351
-0.76395		-0.57031		 0.86926
-0.76283		-0.12806		 0.92017
 0.70070		-0.95158		-0.82859
-0.08107		-0.47260		-0.49157
 0.76497		-0.07099		-0.54084
-0.53673		 0.16974		 0.32320
-0.92145		-0.40961		 0.71911
 0.62634		 0.89578		-0.76293
-0.62272		-0.29768		 0.00173
-0.18119		 0.16357		 0.77803
-0.34406		 0.93135		 0.08682
 0.80391		 0.56701		 0.88431
 0.91187		 0.67984		 0.36148
-0.98790		 0.80426		 0.90325
-0.40316		-0.65960		 0.56597
